model,ablation,fold,subset,actual,predicted,count,run_id,generation,representation,window_size_frames,seed,balancing,scenario,strategy,configuration_id
transformer,temporal_r0,1,test,distraction,distraction,367,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_1__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,2,validation,alert,alert,816,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,2,validation,alert,fatigue,20,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,2,validation,alert,distraction,238,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,2,validation,fatigue,alert,12,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,2,validation,fatigue,fatigue,0,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,2,validation,fatigue,distraction,0,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,2,validation,distraction,alert,32,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,2,validation,distraction,fatigue,0,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,2,validation,distraction,distraction,42,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,2,test,alert,alert,1403,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,2,test,alert,fatigue,31,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,2,test,alert,distraction,126,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,2,test,fatigue,alert,0,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,2,test,fatigue,fatigue,0,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,2,test,fatigue,distraction,0,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,2,test,distraction,alert,82,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,2,test,distraction,fatigue,14,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,2,test,distraction,distraction,185,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_2__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,3,validation,alert,alert,737,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,3,validation,alert,fatigue,40,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,3,validation,alert,distraction,192,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,3,validation,fatigue,alert,11,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,3,validation,fatigue,fatigue,0,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,3,validation,fatigue,distraction,0,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,3,validation,distraction,alert,71,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,3,validation,distraction,fatigue,4,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,3,validation,distraction,distraction,70,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,3,test,alert,alert,1253,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,3,test,alert,fatigue,8,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,3,test,alert,distraction,104,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,3,test,fatigue,alert,16,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,3,test,fatigue,fatigue,0,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,3,test,fatigue,distraction,6,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,3,test,distraction,alert,30,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,3,test,distraction,fatigue,10,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,3,test,distraction,distraction,66,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_3__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,4,validation,alert,alert,689,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,4,validation,alert,fatigue,171,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,4,validation,alert,distraction,142,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,4,validation,fatigue,alert,6,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,4,validation,fatigue,fatigue,6,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,4,validation,fatigue,distraction,0,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,4,validation,distraction,alert,37,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,4,validation,distraction,fatigue,12,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,4,validation,distraction,distraction,42,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,4,test,alert,alert,682,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,4,test,alert,fatigue,82,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,4,test,alert,distraction,182,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,4,test,fatigue,alert,0,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,4,test,fatigue,fatigue,0,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,4,test,fatigue,distraction,0,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,4,test,distraction,alert,65,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,4,test,distraction,fatigue,14,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
transformer,temporal_r0,4,test,distraction,distraction,51,G4__g4_b_class_weights_w150__transformer__r0__w150__fold_4__seed_42,G4,R0,150,42,,B,class_weights,g4_b_class_weights_w150
lstm,temporal_r0,1,validation,alert,alert,852,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,1,validation,alert,fatigue,19,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,1,validation,alert,distraction,143,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,1,validation,fatigue,alert,2,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,1,validation,fatigue,fatigue,2,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,1,validation,fatigue,distraction,0,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,1,validation,distraction,alert,89,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,1,validation,distraction,fatigue,3,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,1,validation,distraction,distraction,70,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,1,test,alert,alert,734,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,1,test,alert,fatigue,174,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,1,test,alert,distraction,180,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,1,test,fatigue,alert,21,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,1,test,fatigue,fatigue,5,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,1,test,fatigue,distraction,41,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,1,test,distraction,alert,28,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,1,test,distraction,fatigue,51,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,1,test,distraction,distraction,300,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_1__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,validation,alert,alert,829,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,validation,alert,fatigue,1,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,validation,alert,distraction,250,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,validation,fatigue,alert,8,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,validation,fatigue,fatigue,0,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,validation,fatigue,distraction,9,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,validation,distraction,alert,45,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,validation,distraction,fatigue,0,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,validation,distraction,distraction,31,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,test,alert,alert,1435,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,test,alert,fatigue,1,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,test,alert,distraction,135,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,test,fatigue,alert,0,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,test,fatigue,fatigue,0,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,test,fatigue,distraction,0,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,test,distraction,alert,105,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,test,distraction,fatigue,0,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,2,test,distraction,distraction,188,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_2__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,validation,alert,alert,695,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,validation,alert,fatigue,110,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,validation,alert,distraction,181,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,validation,fatigue,alert,6,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,validation,fatigue,fatigue,7,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,validation,fatigue,distraction,0,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,validation,distraction,alert,88,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,validation,distraction,fatigue,4,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,validation,distraction,distraction,60,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,test,alert,alert,1191,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,test,alert,fatigue,33,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,test,alert,distraction,143,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,test,fatigue,alert,14,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,test,fatigue,fatigue,4,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,test,fatigue,distraction,3,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,test,distraction,alert,33,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,test,distraction,fatigue,12,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,3,test,distraction,distraction,67,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_3__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,validation,alert,alert,711,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,validation,alert,fatigue,142,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,validation,alert,distraction,159,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,validation,fatigue,alert,8,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,validation,fatigue,fatigue,9,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,validation,fatigue,distraction,0,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,validation,distraction,alert,49,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,validation,distraction,fatigue,1,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,validation,distraction,distraction,46,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,test,alert,alert,720,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,test,alert,fatigue,38,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,test,alert,distraction,199,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,test,fatigue,alert,0,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,test,fatigue,fatigue,0,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,test,fatigue,distraction,0,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,test,distraction,alert,81,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,test,distraction,fatigue,7,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
lstm,temporal_r0,4,test,distraction,distraction,50,G4__g4_b_class_weights_w60__lstm__r0__w60__fold_4__seed_42,G4,R0,60,42,,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,validation,alert,alert,856,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,validation,alert,fatigue,9,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,validation,alert,distraction,149,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,validation,fatigue,alert,2,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,validation,fatigue,fatigue,2,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,validation,fatigue,distraction,0,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,validation,distraction,alert,97,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,validation,distraction,fatigue,0,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,validation,distraction,distraction,65,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,test,alert,alert,753,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,test,alert,fatigue,6,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,test,alert,distraction,329,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,test,fatigue,alert,21,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,test,fatigue,fatigue,0,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,test,fatigue,distraction,46,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,test,distraction,alert,89,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,test,distraction,fatigue,2,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,1,test,distraction,distraction,288,G4__g4_b_class_weights_w60__svm__r0__w60__fold_1__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,2,validation,alert,alert,800,G4__g4_b_class_weights_w60__svm__r0__w60__fold_2__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,2,validation,alert,fatigue,44,G4__g4_b_class_weights_w60__svm__r0__w60__fold_2__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,2,validation,alert,distraction,236,G4__g4_b_class_weights_w60__svm__r0__w60__fold_2__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,2,validation,fatigue,alert,13,G4__g4_b_class_weights_w60__svm__r0__w60__fold_2__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
svm,r0_flat,2,validation,fatigue,fatigue,1,G4__g4_b_class_weights_w60__svm__r0__w60__fold_2__seed_42,G4,R0,60,42,class_weights,B,class_weights,g4_b_class_weights_w60
